,uuid,frameVersion,setCode,isOnlineOnly,isTextless,keywords,name,text,type,rules
5657,c4eca31e-893c-5eb0-8eb9-44a1b45a6dbd,2015,MUL,False,False,,"Ayara, First of Locthwain","Whenever Ayara or another black creature you control enters, each opponent loses 1 life and you gain 1 life.
{T}, Sacrifice another black creature: Draw a card.",Legendary Creature — Elf Noble,"In a Two-Headed Giant game, Ayara's first ability causes the opposing team to lose 1 life twice, and you gain 1 life once."
5661,1e5e358e-534d-5e18-9e5b-b37df31133ab,2015,ONE,False,False,,"Melira, the Living Cure","If you would get one or more poison counters, instead you get one poison counter and you can't get additional poison counters this turn.
Exile Melira: Choose another target creature or artifact. When it's put into a graveyard this turn, return that card to the battlefield under its owner's control.",Legendary Creature — Human Scout,"Once Melira's replacement effect has been applied in a turn, additional events that would put poison counters on a player don't happen, regardless of any other replacement effects involved.Melira's first ability creates a replacement effect. If another replacement effect would also change the number of poison counters a player receives, such as that of Vorinclex, Monstrous Raider, the player receiving the counters chooses which one to apply first, regardless of who controls what permanents. This will usually result in that player choosing to apply Melira's effect last and receive one counter. However, if they want to, they could apply Melira's replacement effect first and receive more counters."
5691,676872a7-79ae-5fa2-86db-7d5b01c3b0b4,2015,MOC,False,False,,Uncivil Unrest,"Nontoken creatures you control have riot. (They enter with your choice of a +1/+1 counter or haste.)
If a creature you control with a +1/+1 counter on it would deal damage to a permanent or player, it deals double that damage instead.",Enchantment,"The damage is dealt by the same source as the original source of damage. The doubled damage isn’t dealt by Uncivil Unrest unless it was somehow the original source of damage.If damage dealt by a creature you control with a +1/+1 counter on it is being divided or assigned among multiple permanents and/or players, that damage is divided or assigned before doubling. For example, if you attack with a 5/5 creature with trample and it’s blocked by a 2/2 creature, you can assign 2 damage to the blocker and 3 damage to the defending player. Those amounts are then doubled to 4 and 6, respectively.If another effect (or effects) modifies how much damage your creature with a +1/+1 counter on it would deal—by preventing some of it, for example—the player being dealt damage or the controller of the permanent being dealt damage chooses the order in which any such effects (including Uncivil Unrest’s) apply. If all of the damage is prevented, Uncivil Unrest’s effect no longer applies."
5694,99fabdc3-c7f7-5c17-95a8-2b22ba7bd0d8,2015,PWOE,False,False,Menace,Redcap Gutter-Dweller,"Menace
When this creature enters, create two 1/1 black Rat creature tokens with ""This token can't block.""
At the beginning of your upkeep, you may sacrifice another creature. If you do, put a +1/+1 counter on this creature and exile the top card of your library. You may play that card this turn.",Creature — Goblin Warrior,"If Redcap Gutter-Dweller leaves the battlefield after its last ability has triggered, you can still sacrifice a creature and exile the top card of your library, even though you won't put a +1/+1 counter on Redcap Gutter-Dweller.You pay all costs and follow all normal timing rules for cards played with the permission granted by Redcap Gutter-Dweller's last ability. For example, if the exiled card is a land card, you may play it only during your main phase while the stack is empty."
5697,90cc3922-5a25-575f-a4da-665df4d86e15,2015,PLTR,False,False,Indestructible,The One Ring,"Indestructible
When The One Ring enters, if you cast it, you gain protection from everything until your next turn.
At the beginning of your upkeep, you lose 1 life for each burden counter on The One Ring.
{T}: Put a burden counter on The One Ring, then draw a card for each burden counter on The One Ring.",Legendary Artifact,"Protection from everything will usually prevent damage if it would be dealt to you, but some damage can't be prevented. In this case, that damage reduces your life total as normal."
5703,0fe0245e-ff33-5847-910b-0cd1791dd8ce,2015,LTC,False,False,Populate,Arboreal Alliance,"When this enchantment enters, create an X/X green Treefolk creature token.
Whenever you attack with one or more Elves, populate. (Create a token that's a copy of a creature token you control.)",Enchantment,"Arboreal Alliance's last ability triggers whenever you attack with at least one Elf. You populate exactly once as it resolves, no matter how many Elves you attacked with.If Arboreal Alliance enters the battlefield without being cast, or if you cast it with X equal to 0, you'll create a 0/0 green Treefolk creature token. Unless something else is raising its toughness, it will immediately die."
5704,f631ce85-d4bb-5a4a-b72a-1fe0dec78069,2015,MAT,False,False,,"Jolrael, Voice of Zhalfir","At the beginning of combat on your turn, up to one target land you control becomes an X/X green and blue Bird creature with flying and haste until end of turn, where X is the number of cards in your hand. It's still a land.
Whenever a land creature you control deals combat damage to a player, draw a card.",Legendary Creature — Human Druid,"Jolrael's last ability applies to any land creature you control that deals combat damage to a player, not only lands that become land creatures because of Jolrael's first ability.Use the number of cards in your hand as Jolrael's first ability resolves to determine the value of X. Once the ability resolves, that value is locked in. The power and toughness of the land creature won't change if the number of cards in your hand changes later in the turn."
5717,85c9ce45-014e-574c-9d6b-87169778f092,2015,SIR,True,False,,Call the Bloodline,"{1}, Discard a card: Create a 1/1 black Vampire Knight creature token with lifelink. Activate only once each turn.",Enchantment,"You can activate Call the Bloodline’s ability once on each player’s turn, not just your own."
5724,bf94abee-7ce2-59a1-8e52-fca4f1c97113,2015,PLTR,False,False,Equip,"Andúril, Flame of the West","Equipped creature gets +3/+1.
Whenever equipped creature attacks, create two tapped 1/1 white Spirit creature tokens with flying. If that creature is legendary, instead create two of those tokens that are tapped and attacking.
Equip {2}",Legendary Artifact — Equipment,"If Andúril is equipped to a creature an opponent controls, Andúril's controller will create two tapped Spirit tokens each time that creature attacks. Even if that creature is legendary, the Spirits would not enter the battlefield attacking.If the equipped creature is legendary, Andúril's controller chooses which player, planeswalker, or battle the Spirit tokens are attacking. Each Spirit token can enter attacking a different player, planeswalker, or battle, and they don't need to be the same player, planeswalker, or battle that the equipped creature is attacking."
5732,6bb43caf-2d33-56c7-b28e-ed1431d17c50,2015,SIR,True,False,"Skulk, Transform, Mill",Startled Awake // Persistent Nightmare,"Target opponent mills thirteen cards.
{3}{U}{U}: Put this card from your graveyard onto the battlefield transformed. Activate only as a sorcery.",Sorcery,"A sorcery can't be put onto the battlefield and a permanent can't transform into a sorcery. If an effect exiles Persistent Nightmare and then instructs you to return it to the battlefield, it remains face up in exile (unless that effect instructs you to put it onto the battlefield transformed, in which case it returns as Persistent Nightmare). If an effect instructs you to transform Persistent Nightmare, the instruction is ignored.If you cause a creature to have 0 power or less, use the actual value (which may be negative) to determine whether it can block or be blocked. A creature with skulk and 0 or less power most likely won't be blocked, but it won't deal combat damage and won't trigger any abilities that trigger when combat damage is dealt.Skulk matters only as blockers are chosen. Modifying either creature's power after blockers are chosen won't cause the attacking creature to become unblocked."
5734,5748324e-aa24-52fc-a6c7-4938c87ef0c1,2015,WHO,False,False,Vanishing,Crack in Time,"Vanishing 3 (This enchantment enters with three time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)
When this enchantment enters and at the beginning of your first main phase, exile target creature an opponent controls until this enchantment leaves the battlefield.",Enchantment,"If Crack in Time leaves the battlefield before its triggered ability resolves, the target creature won't be exiled."
5747,978ad978-84de-53f4-81d8-d78476628659,2015,CMM,False,False,Indestructible,"Ulamog, the Ceaseless Hunger","When you cast this spell, exile two target permanents.
Indestructible
Whenever Ulamog attacks, defending player exiles the top twenty cards of their library.",Legendary Creature — Eldrazi,"If the player has less than twenty cards in their library, exile all of them. That player won't lose the game until they have to draw a card from an empty library.Cards exiled by Ulamog's first and third abilities are exiled face up.Ulamog's first ability resolves independently of Ulamog once they've both been put on the stack. If Ulamog is countered, that triggered ability will still resolve. That triggered ability will always resolve before Ulamog does."
5754,9083d91a-61ed-5a06-a534-dc5bf8d247d7,2015,MKM,False,False,"Investigate, Vigilance",Sharp-Eyed Rookie,"Vigilance
Whenever a creature you control enters, if its power is greater than this creature's power or its toughness is greater than this creature's toughness, put a +1/+1 counter on this creature and investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",Creature — Human Detective,"If multiple creatures enter the battlefield at the same time, Sharp-Eyed Rookie's triggered ability may trigger multiple times, although the stat comparison will take place each time one of those abilities tries to resolve. For example, if you control a 2/2 Sharp-Eyed Rookie and two 3/3 creatures enter the battlefield, Sharp-Eyed Rookie's triggered ability will trigger twice. The first ability will resolve, and you'll put a +1/+1 counter on Sharp-Eyed Rookie and investigate. When the second ability tries to resolve, neither the power nor the toughness of the new creature is greater than that of Sharp-Eyed Rookie, so that ability does nothing.If Sharp-Eyed Rookie's triggered ability triggers, the stat comparison will happen again when the ability tries to resolve. If neither stat of the new creature is greater, the ability will do nothing. If the creature that entered the battlefield leaves the battlefield before the ability tries to resolve, use its power and toughness as it last existed on the battlefield for the purposes of the comparison.When a creature enters the battlefield under your control, check its power and toughness against Sharp-Eyed Rookie's power and toughness. If neither stat of the new creature is greater, Sharp-Eyed Rookie's triggered ability won't trigger at all.If a creature enters the battlefield with +1/+1 counters on it, consider those counters when determining if Sharp-Eyed Rookie's triggered ability will trigger. For example, a 1/1 creature that enters the battlefield with two +1/+1 counters on it will cause a 2/2 Sharp-Eyed Rookie's ability to trigger.When comparing the stats as Sharp-Eyed Rookie's ability resolves, it's possible that the stat that's greater changes from power to toughness or vice versa. If this happens, the ability will still resolve and you'll put a +1/+1 counter on Sharp-Eyed Rookie and investigate. For example, if you control a 2/2 Sharp-Eyed Rookie and a 1/3 creature enters the battlefield under your control, its toughness is greater, so Sharp-Eyed Rookie's triggered ability will trigger. In response, the 1/3 creature gets +2/-2. When Sharp-Eyed Rookie's ability tries to resolve, the other creature's power is greater, so you'll put a +1/+1 counter on Sharp-Eyed Rookie and investigate."
5765,ae89a0da-5dc2-5e27-8c36-dd5456a61fc5,2015,MKM,False,False,,Proft's Eidetic Memory,"When Proft's Eidetic Memory enters, draw a card.
You have no maximum hand size.
At the beginning of combat on your turn, if you've drawn more than one card this turn, put X +1/+1 counters on target creature you control, where X is the number of cards you've drawn this turn minus one.",Legendary Enchantment,"The value of X is determined only once, as Proft's Eidetic Memory's last ability resolves.If you haven't drawn more than one card by the time a beginning of combat step begins on your turn, Proft's Eidetic Memory's last ability won't trigger at all.Proft's Eidetic Memory's last ability looks at how many cards you've drawn this turn, even if it wasn't on the battlefield when you drew those cards."
5767,d8e2c85a-bc7e-53a3-9231-96c49a0a4f4f,2015,PIP,False,False,Evolve,Watchful Radstag,"Evolve (Whenever a creature you control enters, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)
Whenever this creature evolves, create a token that's a copy of it.",Creature — Elk Mutant,"Watchful Radstag “evolves” when its evolve ability resolves and a +1/+1 counter is put on it. If a replacement effect causes the evolve ability to put more than one +1/+1 counter on Watchful Radstag, its last ability triggers only once. If no +1/+1 counter is put on it (perhaps because it left the battlefield while its evolve ability was still on the stack), then its last ability doesn’t trigger.The token copy will have Watchful Radstag’s abilities. It will also be able to create copies of itself.When comparing the stats as the evolve ability resolves, it’s possible that the stat that’s greater changes from power to toughness or vice versa. If this happens, the ability will still resolve and you’ll put a +1/+1 counter on the creature with evolve. For example, if you control a 2/2 creature with evolve and a 1/3 creature enters the battlefield under your control, its toughness is greater, so evolve will trigger. In response, the 1/3 creature gets +2/-2. When the evolve trigger tries to resolve, its power is greater. You’ll put a +1/+1 counter on the creature with evolve.If Watchful Radstag leaves the battlefield before its last ability resolves, the token will still enter the battlefield as a copy of Watchful Radstag, using Watchful Radstag’s copiable values from when it was last on the battlefield.The token copy won’t copy counters or damage marked on Watchful Radstag, nor will it copy other effects that have changed Watchful Radstag’s power, toughness, types, color, and so on. Normally, this means the token will simply be a Watchful Radstag, but if any copy effects have affected the original Watchful Radstag, the token will take those into account.Watchful Radstag’s last ability won’t trigger if a +1/+1 counter is put on it for any reason other than its evolve ability resolving."
5769,a47bbf7d-586b-5586-ba23-58a72a2b196d,2015,CLU,False,False,Mill,Deadbridge Chant,"When this enchantment enters, mill ten cards.
At the beginning of your upkeep, choose a card at random in your graveyard. If it's a creature card, put it onto the battlefield. Otherwise, put it into your hand.",Enchantment,"Because the last ability doesn't target any card in your graveyard, any card put into your graveyard in response to the ability may be chosen.Each card in your graveyard must have an equal chance of being chosen. Assigning them each a number and rolling a die is an easy way to do this. In formats that allow you to rearrange your graveyard—including Standard, Modern, and Return to Ravnica block Limited formats, you may also shuffle your graveyard face down and choose a card at random.The card is chosen at random as the ability resolves. If any player responds to the ability, that player won't yet know what card will be chosen."
5770,e58450be-810f-53a3-bf39-7d8512517d16,2015,CMM,False,False,Read Ahead,Love Song of Night and Day,"Read ahead (Choose a chapter and start with that many lore counters. Add one after your draw step. Skipped chapters don't trigger. Sacrifice after III.)
I — You and target opponent each draw two cards.
II — Create a 1/1 white Bird creature token with flying.
III — Put a +1/+1 counter on each of up to two target creatures.",Enchantment — Saga,"If Love Song of Night and Day’s first chapter ability can’t legally target an opponent, or if the ability’s target becomes illegal while the ability is on the stack, you don’t draw any cards."
5780,7300ecbb-91a2-5ee3-a7e4-cea6d87dc020,2015,WOE,False,False,,Aquatic Alchemist // Bubble Up,Put target instant or sorcery card from your graveyard on top of your library. (Then exile this card. You may cast the creature later from exile.),Sorcery — Adventure,Adventurer cards aren't instant or sorcery cards while they're in your graveyard. You can't use Bubble Up to put an adventurer card from your graveyard on top of your library.
5782,551a9909-3a46-586f-8e7f-60c260a357f1,2015,PIP,False,False,,Agility Bobblehead,"{T}: Add one mana of any color.
{3}, {T}: Up to X target creatures you control each gain haste until end of turn and can't be blocked this turn except by creatures with haste, where X is the number of Bobbleheads you control as you activate this ability.",Artifact — Bobblehead,"Activating Agility Bobblehead’s last ability targeting a creature that has already been blocked by a creature without haste won’t cause that creature to become unblocked.You choose how many targets Agility Bobblehead’s last ability has as you activate the ability. Once you do, it doesn’t matter what happens to any Bobbleheads you control."
5790,0ec53856-8bfd-55a3-89b7-9046b9298633,2015,MOM,False,False,,Glistening Deluge,All creatures get -1/-1 until end of turn. Creatures that are green and/or white get an additional -2/-2 until end of turn.,Sorcery,"All effects of Glistening Deluge are determined as it resolves. Creatures that enter the battlefield later in the turn won’t get -1/-1 or -3/-3, nor will noncreature permanents that become creatures. A creature that gets -1/-1 won’t get an additional -2/-2 if it later becomes green and/or white. A green and/or white creature that gets -3/-3 won’t have the -2/-2 rescinded if it later stops being green and white."
5791,fea08d68-8bae-5e99-a7a7-5915ef0958bf,2015,MOC,False,False,,Masterful Replication,"Choose one —
• Create two 3/3 colorless Golem artifact creature tokens.
• Choose target artifact you control. Each other artifact you control becomes a copy of that artifact until end of turn.",Instant,"Becoming a copy won't change whether an artifact is a token.If the target artifact is copying something else, then your artifacts become copies of whatever the target artifact copied.An Equipment that becomes a copy of a creature becomes unattached if it was attached to a creature. An Equipment that becomes a copy of another Equipment remains attached if it was attached to a creature.Masterful Replication copies the printed values of the target artifact. It won't copy counters on that artifact or effects that have changed its power, toughness, types, color, or so on. Notably, it won't copy effects that made the target artifact become an artifact creature if it isn't normally an artifact creature."
5804,867a78b1-24d5-5341-8997-2d9ad4c4adbb,2015,MOM,False,False,Deathtouch,Terror of Towashi,"Deathtouch
Whenever this creature attacks, you may pay {3}{B}. When you do, return target creature card from your graveyard to the battlefield. It's a Phyrexian in addition to its other types.",Creature — Phyrexian Ogre,"The effect making the creature a Phyrexian doesn’t have a duration. It lasts until the creature leaves the battlefield.If the creature stops being a creature after the ability has resolved, it will also stop being a Phyrexian until it becomes a creature again, if applicable.Terror of Towashi’s triggered ability triggers and goes on the stack without a target. If you pay {3}{B}, the second “reflexive” triggered ability will trigger. You’ll choose the target creature card for that second ability at that time."
5819,cd03e9ed-dd3b-59ab-aa2d-b063f111a73e,2015,SPG,False,False,"Partner, Scry","Thrasios, Triton Hero","{4}: Scry 1, then reveal the top card of your library. If it's a land card, put it onto the battlefield tapped. Otherwise, draw a card.
Partner (You can have two commanders if both have partner.)",Legendary Creature — Merfolk Wizard,The nonland card you reveal will be the card you draw.No player may take another action while you're resolving the activated ability.
5825,8506584d-e422-588e-8992-d5af6b47c8a7,1997,DMR,False,False,Cycling,Wild Dogs,"At the beginning of your upkeep, if a player has more life than each other player, the player with the most life gains control of this creature.
Cycling {2} ({2}, Discard this card: Draw a card.)",Creature — Dog,"Wild Dogs’s first ability will check life totals as your upkeep begins, before any player has the opportunity to take any actions. If no one player has more life than all other players at that time (i.e., if two or more players are tied for the most life), the ability won’t trigger at all. If the ability does trigger, it will check again as it tries to resolve. If no player has more life than all others by that point, the ability won’t have any effect. The player who had the most life as the ability triggered doesn’t have to be the same player as the one who has the most life as the ability resolves."
5830,74bdee4f-e916-5dc5-8a46-77c8f1578d9e,2015,DMR,False,False,,Goblin Turncoat,Sacrifice a Goblin: Regenerate this creature.,Creature — Goblin Mercenary,"You can activate the regeneration ability even if Goblin Turncoat isn’t at risk of being destroyed. Sometimes you need to sacrifice Goblins. We understand.Goblin Turncoat can regenerate even if it isn’t in combat, it’s already tapped, or it’s undamaged.Activating the ability creates a replacement effect that acts like a shield, replacing the next time Goblin Turncoat would be destroyed that turn. This shield works against effects that try to destroy Goblin Turncoat or lethal damage that would be dealt to Goblin Turncoat."
5836,2be6553a-0be1-541c-9aa6-7e1c92145339,2015,LTR,False,False,,You Cannot Pass!,Destroy target creature that blocked or was blocked by a legendary creature this turn.,Instant,"You Cannot Pass! only cares that the second creature was a legendary creature at the moment it blocked or became blocked by the target creature. If that legendary creature has become a nonlegendary creature (perhaps because it's no longer your Ring-bearer) or left the battlefield, You Cannot Pass! can still target the first creature.You Cannot Pass! can target a creature that's currently blocking or being blocked by a legendary creature, or one that blocked or was blocked by a legendary creature earlier in the turn."
5842,7b5ce7ae-8a85-54dd-9835-9a4622e2d336,2015,CMM,False,False,Undaunted,Curtains' Call,"Undaunted (This spell costs {1} less to cast for each opponent.)
Destroy two target creatures.",Instant,"You can't cast Curtains' Call without two creatures to target. If one becomes an illegal target after you've cast Curtains' Call, the other will still be destroyed."
5853,49985e27-e056-517f-a28f-f12d712b0f97,2015,LCI,False,False,,The Skullspore Nexus,"This spell costs {X} less to cast, where X is the greatest power among creatures you control.
Whenever one or more nontoken creatures you control die, create a green Fungus Dinosaur creature token with base power and toughness each equal to the total power of those creatures.
{2}, {T}: Double target creature's power until end of turn.",Legendary Artifact,"The first step of casting a spell is to move it to the stack. If this causes the greatest power among creatures you control to change (for example, if you control a creature with ""This creature's power is equal to the number of cards in your hand""), that new power will be used to determine the cost reduction.Use the power of the nontoken creatures that died as they last existed on the battlefield to determine the base power and toughness of the token created by the middle ability.To double a creature's power, that creature gets +X/+0, where X is that creature's power as The Skullspore Nexus's activated ability resolves.Once you determine the cost to cast The Skullspore Nexus, you may activate abilities to pay that cost. If the greatest power among creatures you control changes while activating mana abilities, the cost to cast The Skullspore Nexus remains what you previously determined."
5861,aee89355-5f7a-5530-9012-ad9ab95794f6,2015,MOM,False,False,"Enchant, Flash, Mill",Disturbing Conversion,"Flash
Enchant creature
When this Aura enters, each player mills two cards.
Enchanted creature gets -X/-0, where X is the number of cards in its controller's graveyard.",Enchantment — Aura,The value of X will change as the number of cards in the appropriate graveyard changes.
5862,31c9bcbc-901e-5c33-b2fd-916899b1cfaf,2015,SIR,True,False,Skulk,Forgotten Creation,"Skulk (This creature can't be blocked by creatures with greater power.)
At the beginning of your upkeep, you may discard all the cards in your hand. If you do, draw that many cards.",Creature — Zombie Horror,"The upkeep step is before the draw step, after the untap step. If you have no cards in hand, you can't draw for the turn and then discard that card to draw a new one because Forgotten Creation's last ability will already have triggered and resolved."
5868,9e526d6e-5db3-5f4f-913c-a9684836b76e,2015,MUL,False,False,,"Judith, the Scourge Diva","Other creatures you control get +1/+0.
Whenever a nontoken creature you control dies, Judith deals 1 damage to any target.",Legendary Creature — Human Shaman,"If your life total is brought to 0 or less at the same time that nontoken creatures you control are dealt lethal damage, you lose the game before Judith's triggered ability goes on the stack.Judith's last ability triggers when Judith dies if it's not a token.If Judith dies at the same time as one or more other nontoken creatures you control, Judith's ability triggers for each of them."
5880,e5d57b06-03ec-5e8f-a469-ff529eae9856,2015,LCC,False,False,Hideaway,Windbrisk Heights,"Hideaway 4 (When this land enters, look at the top four cards of your library, exile one face down, then put the rest on the bottom in a random order.)
This land enters tapped.
{T}: Add {W}.
{W}, {T}: You may play the exiled card without paying its mana cost if you attacked with three or more creatures this turn.",Land,"At the time the ability resolves, you'll get to play the card if you declared three different creatures as attackers at any point in the turn. A creature declared as an attacker in two different attack phases counts only once. A creature that entered attacking (such as a token created by Militia's Pride) doesn't count because you never attacked with it."
5882,c3a9ad8f-4fa4-593b-89f9-e787bf3acb4d,2015,MOM,False,False,,Joyful Stormsculptor,"When this creature enters, create two 1/1 blue and red Elemental creature tokens.
Whenever you cast a spell that has convoke, this creature deals 1 damage to each opponent and each battle they protect.",Creature — Human Shaman,"Joyful Stormsculptor’s last ability will trigger whether you tapped any creatures to pay for the spell or not, as long as it has convoke."
5894,c1ef8835-ccda-5613-9626-c8fc40ef70b2,2015,CLU,False,False,"Adapt, Trample",Unruly Krasis,"Trample
Whenever this creature attacks, you may have the base power and toughness of another target creature you control become X/X until end of turn, where X is this creature's power.
{3}{G}{U}: Adapt 3. (If this creature has no +1/+1 counters on it, put three +1/+1 counters on it.)",Creature — Shark Octopus Lizard,"Unruly Krasis's second ability will overwrite any previous effects that set the creature's power and toughness to specific numbers. Effects that otherwise modify its power and toughness will still apply no matter when they took effect. The same is true for +1/+1 counters.The value of X is determined only once, as Unruly Krasis's second ability resolves. Further changes to Unruly Krasis's power that turn won't cause the target creature's base power and toughness to change."
5901,02172a89-231f-5235-b198-7e993962256a,2015,PMOM,False,False,,Invasion of Alara // Awaken the Maelstrom,"When this Siege enters, exile cards from the top of your library until you exile two nonland cards with mana value 4 or less. You may cast one of those two cards without paying its mana cost. Put one of them into your hand. Then put the other cards exiled this way on the bottom of your library in a random order.",Battle — Siege,"If you exile only one nonland card with mana value 4 or less, you'll have the option to cast it. If you don't, you'll put it into your hand.Awaken the Maelstrom has two targets: the player who will draw cards and the permanent an opponent controls that will be destroyed. You must choose legal targets for both to cast Awaken the Maelstrom. All other choices are made on resolution. Specifically, this means you can create a token that's a copy of the artifact you just put onto the battlefield (which perhaps you just drew) and then put +1/+1 counters on it if it's also a creature.For Invasion of Alara's triggered ability, if you exile two nonland cards with mana value 4 or less, but you don't cast one of them, the one you don't put into your hand will remain in exile. It won't be put on the bottom of your library."
5904,e8b80321-170c-5cbf-a053-59bc6b20ec64,2015,LTC,False,False,Conspire,Rally the Galadhrim,"Create a token that's a copy of target creature you control.
Conspire (As you cast this spell, you may tap two untapped creatures you control that share a color with it. When you do, copy it and you may choose a new target for the copy.)",Sorcery,"Conspire represents both an additional cost and a triggered ability that triggers when you cast the spell if you paid that cost.Each creature you tap for conspire must share a color with Rally the Galadhrim For example, you could tap two green creatures, two blue creatures, or one of each. For either or both of the creatures, you may tap a multicolored creature that's green and/or blue, and possibly other colors as well.If a spell with conspire has targets, you may choose new targets for the copy.Any enters-the-battlefield abilities of the copied creature will trigger when the token enters the battlefield. Any ""as [this creature] enters the battlefield"" or ""[this creature] enters the battlefield with"" abilities of the copied creature will also work.The triggered ability that creates the copy can itself be countered by anything that can counter a triggered ability. If it is countered, no copies will be put onto the stack.If the copied creature is a token, the token that's created copies the original characteristics of that token as stated by the effect that created that token.The token copies exactly what was printed on the original creature and nothing else (unless that creature is copying something else or is a token; see below). It doesn't copy whether that creature is tapped or untapped, whether it has any counters on it or Auras and Equipment attached to it, or any non-copy effects that have changed its power, toughness, types, color, and so on.The copy that conspire creates is created on the stack, so it's not ""cast."" Abilities that trigger when a player casts a spell won't trigger.A copy of a spell can be countered like any other spell, but it must be countered individually. Countering a spell with conspire won't affect the copy, and vice versa."
5908,53e7c41b-2d26-5b37-919c-fa570ad18887,2015,CMM,False,False,Indestructible,Darksteel Monolith,"Indestructible
Once each turn, you may pay {0} rather than pay the mana cost for a colorless spell you cast from your hand.",Artifact,"If you cast a card for an alternative cost of {0}, you can't pay any other alternative costs. You can, however, pay additional costs like kicker. If the card has any mandatory additional costs, you must pay those.You must still follow any relevant timing rules for the colorless spell you cast from your hand."
5917,2b9eb86f-c1c0-5aa8-a6a3-926e1fa5e047,2015,PMKM,False,False,"Indestructible, Suspect",Barbed Servitor,"Indestructible
When this creature enters, suspect it. (It has menace and can't block.)
Whenever this creature deals combat damage to a player, you draw a card and you lose 1 life.
Whenever this creature is dealt damage, target opponent loses that much life.",Artifact Creature — Construct,"A creature can be dealt an amount of damage greater than its toughness. For example, if Barbed Servitor is dealt 3 damage, its last ability causes the target opponent to lose 3 life.If your life total is brought to 0 or less at the same time that Barbed Servitor is dealt damage, you lose the game before its last ability goes on the stack."
5920,6b4b1fe2-47f1-5ff3-b736-5b0a2a5a53cc,2015,LCC,False,False,"Crew, Trample",The Indomitable,"Trample
Whenever a creature you control deals combat damage to a player, draw a card.
Crew 3
You may cast this card from your graveyard as long as you control three or more tapped Pirates and/or Vehicles.",Legendary Artifact — Vehicle,"If The Indomitable is countered or dies after being cast from your graveyard, it returns to the graveyard. It may be cast this way again later.Once you begin casting a spell from your graveyard, it immediately moves to the stack. Players can't take any actions until you've finished casting the spell.You still pay The Indomitable's costs when casting it from your graveyard.The casting permission granted by The Indomitable's last ability doesn't change when you may cast it from your graveyard.The Indomitable checks if you control three or more tapped Pirates and/or Vehicles only as you begin to cast it. Once you begin to cast The Indomitable from your graveyard, it doesn't matter what happens to the tapped Pirates and/or Vehicles you control.Only tapped Pirates and tapped Vehicles count toward the casting permission from The Indomitable's last ability."
5924,fb85173e-e30c-5b5d-8b0e-b18ab219e9c5,2015,LTR,False,False,Scry,Elvish Mariner,"Whenever this creature attacks, scry 1.
Whenever you scry, tap up to X target nonland permanents, where X is the number of cards looked at while scrying this way.",Creature — Elf Pilot,"Elvish Mariner's last ability cares about the number of cards you actually looked at. For example, if you were supposed to scry 3 but only had two cards in your library, X would be 2."
5933,7f57eb92-8f99-5d28-8194-b359be208cdd,2015,RVR,False,False,,Prime Speaker Zegana,"Prime Speaker Zegana enters with X +1/+1 counters on it, where X is the greatest power among other creatures you control.
When Prime Speaker Zegana enters, draw cards equal to its power.",Legendary Creature — Merfolk Wizard,"If Prime Speaker Zegana enters at the same time as another creature you control, you won't consider that creature when determining the greatest power among creatures you control.If Prime Speaker Zegana is no longer on the battlefield when its last ability resolves, use its power as it last existed on the battlefield to determine how many cards to draw.The value of X is calculated only once, as Prime Speaker Zegana's first ability resolves. If you control no other creatures at that time, X is 0."
5937,65e895e7-a6ea-5f56-9778-51be4bc4bf6f,2015,LCI,False,False,"Discover, Enchant",Zoetic Glyph,"Enchant artifact
Enchanted artifact is a Golem creature with base power and toughness 5/4 in addition to its other types.
When this Aura is put into a graveyard from the battlefield, discover 3.",Enchantment — Aura,"Effects that modify a creature's power and/or toughness, such as the ones created by Giant Growth, will apply to the creature no matter when they started to take effect. The same is true for any counters that change its power and/or toughness and effects that switch power and toughness.If the artifact was already a creature, its base power and toughness will become 5/4. This overwrites any previous effects that set the creature's base power and toughness to specific values. Any power- or toughness-setting effects that start to apply after Zoetic Glyph becomes attached to the artifact will overwrite this effect.If the creature Zoetic Glyph would enchant is an illegal target as Zoetic Glyph tries to resolve, it won't resolve. It's put into your graveyard from the stack, not the battlefield, so its last ability won't trigger.The artifact retains any types, subtypes, or supertypes it has. Notably, an Equipment that becomes an artifact creature usually can't be attached to another creature. If it was attached to a creature, it becomes unattached."
5941,f19ab45c-b168-5e7d-b4d5-649a81ebb697,1997,DMR,False,False,Enchant,Quicksilver Dagger,"Enchant creature
Enchanted creature has ""{T}: This creature deals 1 damage to target player or planeswalker. You draw a card.""",Enchantment — Aura,"The enchanted creature is the source of both the damage ability and the resulting damage, not Quicksilver Dagger."
5948,ad7803e2-7dc5-5741-981b-5e4a10fb96dc,2015,LCI,False,False,Flashback,Self-Reflection,"Create a token that's a copy of target creature you control.
Flashback {3}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,"Any ""enters"" abilities of the copied creature will trigger when the token enters. Any ""as [this creature] enters"" or ""[this creature] enters with"" abilities of the target creature will also work."
