Token,IOB2
.,O

All,O
of,O
Them,O
I,O
could,O
quibble,O
over,O
Signets,O
,,O
Talismans,O
,,O
Fellwar,B-ARTIFACT
Stone,I-ARTIFACT
,,O
Mind,B-ARTIFACT
Stone,I-ARTIFACT
,,O
and,O
so,O
on,O
,,O
but,O
truth,O
is,O
all,O
the,O
2-mana,O
rocks,O
basically,O
play,O
out,O
the,O
same,O
regardless,O
of,O
extra,O
utility,O
.,O
2-MV,O
rocks,O
are,O
a,O
pillar,O
of,O
modern,O
EDH,O
,,O
and,O
even,O
most,O
casual,O
Commander,O
bracket,O
1,O
decks,O
should,O
look,O
to,O
play,O
a,O
handful,O
of,O
these,O
if,O
they,O
want,O
to,O
remain,O
somewhat,O
playable,O
.,O
#,O
26,O
.,O

Arcane,B-ARTIFACT
Signet,I-ARTIFACT
Okay,O
,,O
okay,O
,,O
okay,O
.,O

I,O
’,O
ll,O
put,O
Arcane,B-ARTIFACT
Signet,I-ARTIFACT
slightly,O
above,O
the,O
rest,O
,,O
but,O
just,O
by,O
a,O
smidge,O
.,O

It,O
’,O
s,O
the,O
Commander,O
precon,O
requisite,O
,,O
easy-mode,O
hands-free,O
best-of-the-best,O
2-MV,O
rock,O
,,O
and,O
it,O
slots,O
into,O
any,O
deck,O
with,O
2+,O
colors,O
without,O
question,O
.,O
#,O
25,O
.,O

Grim,B-ARTIFACT
Monolith,I-ARTIFACT
Net,O
positive,O
mana,O
rock,O
.,O

Grim,B-ARTIFACT
Monolith,I-ARTIFACT
’,O
s,O
one,O
of,O
the,O
worst,O
of,O
the,O
fast,O
mana,O
offenders,O
and,O
still,O
pretty,O
darn,O
good,O
.,O
#,O
24,O
.,O

Portal,B-ARTIFACT
to,I-ARTIFACT
Phyrexia,I-ARTIFACT
I,O
’,O
d,O
say,O
9,O
mana,O
is,O
a,O
lot,O
,,O
but,O
no,O
one,O
running,O
Portal,B-ARTIFACT
to,I-ARTIFACT
Phyrexia,I-ARTIFACT
is,O
trying,O
to,O
hardcast,O
this,O
card,O
.,O

They,O
’,O
re,O
going,O
for,O
some,O
sort,O
of,O
Goblin,B-CREATURE
Welder,I-CREATURE
line,O
that,O
gets,O
this,O
out,O
early,O
,,O
edict,O
#NAME?,O
up,O
opposing,O
boards,O
,,O
and,O
leaves,O
you,O
up,O
a,O
Debtors,B-ENCHANTMENT
',I-ENCHANTMENT
Knell,I-ENCHANTMENT
.,O

Did,O
I,O
mention,O
colorless,O
artifacts,O
can,O
go,O
in,O
any,O
deck,O
?,O
#,O
23,O
.,O

Aetherflux,B-ARTIFACT
Reservoir,I-ARTIFACT
As,O
close,O
to,O
the,O
Death,O
Star,O
as,O
we,O
’,O
ll,O
ever,O
get,O
.,O

Well,O
,,O
at,O
least,O
until,O
the,O
inevitable,O
Star,O
Wars,O
Universes,O
Beyond,O
crossover,O
.,O

Aetherflux,B-ARTIFACT
Reservoir,I-ARTIFACT
laser,O
cannons,O
a,O
player,O
(,O
or,O
creature,O
,,O
if,O
you,O
have,O
an,O
agenda,O
),O
right,O
out,O
of,O
the,O
game,O
,,O
but,O
at,O
the,O
cost,O
of,O
50,O
life,O
.,O

It,O
’,O
s,O
auto-win,O
with,O
infinite,O
life,O
combos,O
,,O
plus,O
there,O
are,O
some,O
funny,O
plays,O
that,O
involve,O
animating,O
it,O
,,O
giving,O
it,O
lifelink,O
,,O
and,O
going,O
to,O
town,O
on,O
anything,O
in,O
sight,O
.,O
#,O
22,O
.,O

Golos,B-CREATURE
,,I-CREATURE
Tireless,I-CREATURE
Pilgrim,I-CREATURE
Free,O
Golos,B-CREATURE
,,I-CREATURE
Tireless,I-CREATURE
Pilgrim,I-CREATURE
!,O
This,O
5-color,O
value,O
machine,O
was,O
everywhere,O
before,O
it,O
hit,O
the,O
Commander,O
ban,O
list,O
.,O

The,O
main,O
reason,O
it,O
was,O
banned,O
wasn,O
’,O
t,O
because,O
it,O
’,O
s,O
overtly,O
oppressive,O
,,O
but,O
because,O
it,O
’,O
s,O
so,O
good,O
as,O
the,O
commander,O
of,O
just,O
about,O
any,O
strategy,O
that,O
it,O
actually,O
stifles,O
creativity,O
and,O
diversity,O
,,O
and,O
diluted,O
new,O
deck,O
ideas,O
,,O
and,O
fielded,O
out,O
more,O
synergistic,O
commanders,O
in,O
their,O
own,O
decks,O
.,O

On,O
second,O
thought,O
,,O
let,O
’,O
s,O
keep,O
Golos,O
banned,O
.,O
#,O
21,O
.,O

Sword,B-ARTIFACT
of,I-ARTIFACT
Feast,I-ARTIFACT
and,I-ARTIFACT
Famine,I-ARTIFACT
Does,O
Sword,B-ARTIFACT
of,I-ARTIFACT
Feast,I-ARTIFACT
and,I-ARTIFACT
Famine,I-ARTIFACT
charge,O
rent,O
?,O
Because,O
this,O
card,O
is,O
a,O
house,O
.,O

Don,O
’,O
t,O
believe,O
me,O
?,O
Check,O
out,O
any,O
episode,O
of,O
Game,O
Knights,O
,,O
where,O
it,O
inevitably,O
shows,O
up,O
in,O
just,O
about,O
any,O
Josh,O
Lee,O
Kwai,O
deck,O
.,O

Magic,O
's,O
best,O
sword,O
is,O
essentially,O
a,O
mana-doubler,O
with,O
disruption,O
attached,O
,,O
and,O
the,O
twin,O
protection,O
abilities,O
make,O
it,O
easy,O
to,O
connect,O
against,O
someone,O
.,O

They,O
can,O
’,O
t,O
all,O
be,O
running,O
decks,O
.,O
#,O
20,O
.,O

Walking,B-CREATURE
Ballista,I-CREATURE
Is,O
your,O
Ballista,O
running,O
?,O
Well,O
,,O
you,O
better,O
go,O
catch,O
it,O
!,O
Oh,O
,,O
it,O
’,O
s,O
a,O
Walking,B-CREATURE
Ballista,I-CREATURE
?,O
Never,O
mind,O
then,O
.,O

Triskelion,B-CREATURE
would,O
’,O
ve,O
made,O
this,O
list,O
some,O
time,O
ago,O
,,O
but,O
it,O
’,O
s,O
Ballista,O
’,O
s,O
world,O
now,O
.,O

Part,O
of,O
numerous,O
infinite,O
combos,O
,,O
the,O
X,O
spell,O
,,O
Ballista,O
can,O
play,O
board,O
control,O
of,O
player,O
control,O
,,O
depending,O
on,O
your,O
mana,O
situation,O
.,O
#,O
19,O
.,O

The,B-CREATURE
Great,I-CREATURE
Henge,I-CREATURE
Great,O
indeed,O
.,O

One,O
of,O
the,O
best,O
creaturefall,O
cards,O
,,O
The,B-CREATURE
Great,I-CREATURE
Henge,I-CREATURE
does,O
everything,O
under,O
the,O
sun,O
and,O
more,O
.,O

Adds,O
mana,O
,,O
gains,O
life,O
,,O
draws,O
cards,O
,,O
makes,O
your,O
creatures,O
bigger,O
,,O
and,O
usually,O
costs,O
around,O
2-Apr,O
mana,O
?,O
I,O
demand,O
to,O
know,O
who,O
made,O
this,O
.,O

Thankfully,O
it,O
’,O
s,O
locked,O
to,O
green,O
decks,O
,,O
but,O
my,O
goodness,O
is,O
it,O
playable,O
in,O
green,O
decks,O
.,O
#,O
18,O
.,O

Phyrexian,B-ARTIFACT
Altar,I-ARTIFACT
Another,O
day,O
,,O
another,O
Altar,O
.,O

Still,O
not,O
the,O
last,O
one,O
.,O

Phyrexian,B-ARTIFACT
Altar,I-ARTIFACT
is,O
10,O
%,O
sac,O
outlet,O
,,O
90,O
%,O
combo,O
engine,O
,,O
and,O
it,O
would,O
’,O
ve,O
100,O
%,O
said,O
“,O
activate,O
only,O
once,O
per,O
turn,O
”,O
if,O
printed,O
today,O
.,O

As,O
is,O
,,O
it,O
’,O
s,O
one,O
of,O
the,O
best,O
sac,O
outlets,O
in,O
Magic,O
,,O
to,O
the,O
point,O
of,O
being,O
broken,O
.,O
#,O
17,O
.,O

Isochron,B-ARTIFACT
Scepter,I-ARTIFACT
Quick,O
EDH,O
lifehack,O
:,O
If,O
you,O
hit,O
someone,O
with,O
Thada,B-CREATURE
Adel,I-CREATURE
,,I-CREATURE
Acquisitor,I-CREATURE
and,O
see,O
Isochron,B-ARTIFACT
Scepter,I-ARTIFACT
in,O
their,O
library,O
,,O
take,O
it,O
,,O
leave,O
it,O
exiled,O
,,O
and,O
that,O
opponent,O
might,O
literally,O
be,O
unable,O
to,O
win,O
anymore,O
.,O
“,O
Dramatic,O
Scepter,O
”,O
decks,O
combo,O
it,O
with,O
Dramatic,B-INSTANT
Reversal,I-INSTANT
,,O
but,O
as,O
one,O
of,O
the,O
best,O
imprint,O
cards,O
in,O
the,O
game,O
the,O
Scepter,O
can,O
still,O
be,O
a,O
problem,O
with,O
a,O
counterspell,O
or,O
removal,O
spell,O
tucked,O
underneath,O
it,O
.,O
#,O
16,O
.,O

Winter,B-ARTIFACT
Orb,I-ARTIFACT
Misery,O
,,O
thy,O
name,O
is,O
Winter,B-ARTIFACT
Orb,I-ARTIFACT
.,O

Winter,B-ARTIFACT
Orb,I-ARTIFACT
’,O
s,O
a,O
minigame,O
all,O
about,O
finding,O
a,O
way,O
to,O
tap,O
it,O
down,O
before,O
your,O
turn,O
begins,O
.,O

It,O
’,O
s,O
best,O
friends,O
with,O
Derevi,B-CREATURE
,,I-CREATURE
Empyrial,I-CREATURE
Tactician,I-CREATURE
and,O
Urza,B-CREATURE
,,I-CREATURE
Lord,I-CREATURE
High,I-CREATURE
Artificer,I-CREATURE
,,O
to,O
the,O
point,O
where,O
people,O
usually,O
ask,O
during,O
rule,O
0,O
discussions,O
if,O
you,O
play,O
Winter,B-ARTIFACT
Orb,I-ARTIFACT
when,O
you,O
present,O
one,O
of,O
these,O
commanders,O
at,O
the,O
table,O
.,O
#,O
15,O
.,O

Candelabra,B-ARTIFACT
of,I-ARTIFACT
Tawnos,I-ARTIFACT
Candelabra,B-ARTIFACT
of,I-ARTIFACT
Tawnos,I-ARTIFACT
is,O
rarely,O
seen,O
at,O
Commander,O
tables,O
,,O
but,O
that,O
’,O
s,O
probably,O
got,O
something,O
to,O
do,O
with,O
being,O
a,O
Reserved,O
List,O
card,O
worth,O
almost,O
a,O
grand,O
.,O

If,O
you,O
do,O
snag,O
a,O
copy,O
and,O
you,O
’,O
re,O
itching,O
to,O
play,O
with,O
it,O
,,O
combine,O
it,O
with,O
lands,O
that,O
tap,O
for,O
multiple,O
mana,O
at,O
once,O
,,O
or,O
make,O
it,O
part,O
of,O
a,O
classic,O
High,B-INSTANT
Tide,I-INSTANT
combo,O
.,O
#,O
14,O
.,O

Bolas,B-ARTIFACT
’,I-ARTIFACT
s,I-ARTIFACT
Citadel,I-ARTIFACT
There,O
are,O
only,O
two,O
outcomes,O
when,O
you,O
resolve,O
a,O
Bolas,B-ARTIFACT
's,I-ARTIFACT
Citadel,I-ARTIFACT
.,O

Either,O
you,O
’,O
re,O
winning,O
,,O
or,O
you,O
’,O
re,O
dying,O
before,O
it,O
gets,O
to,O
your,O
next,O
turn,O
.,O

As,O
the,O
Citadel,O
player,O
,,O
you,O
can,O
rattle,O
off,O
spells,O
until,O
you,O
hit,O
a,O
land,O
pocket,O
,,O
and,O
as,O
the,O
non-Citadel,O
players,O
,,O
you,O
should,O
try,O
to,O
kill,O
the,O
whoever,O
plays,O
this,O
superb,O
black,O
artifact,O
.,O
#,O
13,O
.,O

Mana,B-ARTIFACT
Vault,I-ARTIFACT
You,O
can,O
’,O
t,O
fool,O
me,O
.,O

Mana,B-ARTIFACT
Vault,I-ARTIFACT
is,O
just,O
a,O
colorless,O
Dark,B-INSTANT
Ritual,I-INSTANT
in,O
disguise,O
that,O
landed,O
on,O
the,O
game,O
changer,O
watch,O
list,O
.,O

Except,O
Dark,B-INSTANT
Ritual,I-INSTANT
doesn,O
’,O
t,O
stick,O
around,O
to,O
be,O
used,O
again,O
down,O
the,O
line,O
.,O

Not,O
that,O
that,O
happens,O
often,O
,,O
since,O
the,O
untap,O
cost,O
usually,O
eats,O
up,O
an,O
entire,O
turn,O
’,O
s,O
worth,O
of,O
mana,O
.,O
#,O
12,O
.,O

Academy,B-CREATURE
Manufactor,I-CREATURE
Math,O
,,O
the,O
card,O
.,O

All,O
’,O
s,O
fun,O
and,O
games,O
‘,O
til,O
someone,O
has,O
three,O
copies,O
of,O
the,O
assembly-worker,O
,,O
Academy,B-CREATURE
Manufactor,I-CREATURE
on,O
board,O
and,O
casts,O
a,O
Brass,B-SORCERY
's,I-SORCERY
Bounty,I-SORCERY
.,O

It,O
’,O
s,O
the,O
ultimate,O
trinket,O
card,O
and,O
slots,O
into,O
an,O
absurd,O
number,O
of,O
fiddly,O
artifact,O
decks,O
.,O
#,O
11,O
.,O

Paradox,B-ARTIFACT
Engine,I-ARTIFACT
Paradox,B-ARTIFACT
Engine,I-ARTIFACT
,,O
an,O
Aether,O
Revolt,O
card,O
that,O
wins,O
the,O
game,O
and,O
takes,O
30,O
minutes,O
doing,O
it,O
.,O

Life,O
’,O
s,O
too,O
precious,O
to,O
sit,O
around,O
and,O
watch,O
someone,O
tap,O
and,O
untap,O
their,O
mana,O
rocks,O
over,O
and,O
over,O
again,O
.,O

Keep,O
it,O
on,O
the,O
ban,O
list,O
where,O
it,O
belongs,O
.,O
#,O
10,O
.,O

The,B-ARTIFACT
One,I-ARTIFACT
Ring,I-ARTIFACT
I,O
’,O
m,O
starting,O
to,O
think,O
there,O
might,O
be,O
more,O
than,O
one,O
copy,O
of,O
The,B-ARTIFACT
One,I-ARTIFACT
Ring,I-ARTIFACT
out,O
there,O
.,O

Goes,O
in,O
every,O
deck,O
?,O
Cascading,O
card,O
advantage,O
on,O
an,O
indestructible,O
permanent,O
?,O
One,O
of,O
the,O
strongest,O
colorless,O
ETB,O
effects,O
in,O
the,O
game,O
,,O
making,O
it,O
extremely,O
hard,O
to,O
die,O
the,O
turn,O
you,O
cast,O
it,O
?,O
Becomes,O
a,O
liability,O
when,O
you,O
’,O
re,O
at,O
2,O
life,O
?,O
Check,O
,,O
check,O
,,O
check,O
,,O
and…,O
wait,O
a,O
minute,O
,,O
what,O
was,O
that,O
last,O
part,O
?,O
Did,O
it,O
have,O
to,O
do,O
with,O
the,O
Lord,O
of,O
the,O
Rings,O
set,O
?,O
#,O
9,O
.,O

Esper,B-CREATURE
Sentinel,I-CREATURE
This,O
tedious,O
little,O
nugget,O
is,O
one,O
of,O
white,O
’,O
s,O
best,O
cards,O
,,O
point,O
blank,O
.,O

Esper,B-CREATURE
Sentinel,I-CREATURE
either,O
taxes,O
your,O
opponents,O
’,O
mana,O
or,O
draws,O
cards,O
,,O
which,O
is,O
a,O
lot,O
for,O
a,O
1-drop,O
with,O
human,O
and,O
artifact,O
synergies,O
.,O

Bump,O
its,O
power,O
up,O
to,O
maximize,O
the,O
stax,O
#NAME?,O
and,O
all,O
but,O
guarantee,O
you,O
draw,O
when,O
it,O
triggers,O
.,O

Responsible,O
players,O
pay,O
the,O
,,O
but,O
no,O
one,O
pays,O
the,O
.,O
#,O
8,O
.,O

Sensei,B-ARTIFACT
’,I-ARTIFACT
s,I-ARTIFACT
Divining,I-ARTIFACT
Top,I-ARTIFACT
Toss,O
a,O
Sensei,B-ARTIFACT
's,I-ARTIFACT
Divining,I-ARTIFACT
Top,I-ARTIFACT
in,O
a,O
random,O
deck,O
and,O
it,O
’,O
s,O
going,O
to,O
be,O
good,O
without,O
exception,O
.,O

You,O
can,O
be,O
more,O
intentional,O
with,O
it,O
,,O
setting,O
up,O
top-decks,O
and,O
infinite,O
combos,O
with,O
mana-reduction,O
abilities,O
plus,O
cards,O
that,O
let,O
you,O
play,O
from,O
the,O
top,O
of,O
your,O
library,O
.,O
#,O
7,O
.,O

Skullclamp,B-ARTIFACT
There,O
’,O
s,O
a,O
well-documented,O
story,O
that,O
Skullclamp,B-ARTIFACT
originally,O
gave,O
1,O
,,O
but,O
the,O
designers,O
deemed,O
that,O
too,O
powerful,O
and,O
switched,O
it,O
to,O
-1,O
.,O

Now,O
look,O
where,O
we,O
are,O
.,O

X/1s,O
quiver,O
in,O
fear,O
at,O
the,O
sight,O
of,O
the,O
Clamp,O
,,O
being,O
callously,O
tossed,O
away,O
for,O
extra,O
cards,O
left,O
and,O
right,O
.,O

This,O
excellent,O
card-drawing,O
artifact,O
has,O
all,O
the,O
makings,O
of,O
a,O
card,O
you,O
’,O
d,O
expect,O
to,O
be,O
super,O
expensive,O
,,O
but,O
numerous,O
reprints,O
have,O
kept,O
it,O
in,O
the,O
realm,O
of,O
mortals,O
.,O
#,O
6,O
.,O

Ashnod,B-ARTIFACT
’,I-ARTIFACT
s,I-ARTIFACT
Altar,I-ARTIFACT
There,O
it,O
is,O
!,O
The,O
best,O
sac,O
outlet,O
in,O
Magic,O
.,O

Ashnod,B-ARTIFACT
's,I-ARTIFACT
Altar,I-ARTIFACT
goes,O
infinite,O
with,O
a,O
paperclip,O
and,O
a,O
plastic,O
bag,O
,,O
and,O
it,O
might,O
be,O
the,O
most,O
combo-centric,O
card,O
in,O
all,O
of,O
Magic,O
.,O

Even,O
when,O
it,O
’,O
s,O
being,O
used,O
“,O
fairly,O
”,O
it,O
’,O
s,O
still,O
generates,O
boatloads,O
of,O
mana,O
and,O
wins,O
with,O
many,O
sacrifice,O
payoffs,O
.,O
#,O
5,O
.,O

Time,B-ARTIFACT
Vault,I-ARTIFACT
Do,O
you,O
have,O
a,O
repeatable,O
way,O
to,O
untap,O
an,O
artifact,O
?,O
Congratulations,O
!,O
You,O
just,O
won,O
with,O
Time,B-ARTIFACT
Vault,I-ARTIFACT
.,O

Well,O
,,O
you,O
don,O
’,O
t,O
win,O
outright,O
,,O
but,O
I,O
assume,O
if,O
you,O
take,O
extra,O
turns,O
for,O
the,O
rest,O
of,O
the,O
game,O
,,O
you,O
’,O
ll,O
find,O
a,O
way,O
.,O
#,O
4,O
.,O

The,O
Alpha,O
Moxes,O
Power,O
9,O
at,O
the,O
top,O
of,O
the,O
list,O
?,O
You,O
don,O
’,O
t,O
say,O
.,O

However,O
you,O
rank,O
each,O
individual,O
Mox,O
against,O
the,O
others,O
,,O
it,O
’,O
s,O
clear,O
the,O
original,O
Moxes,O
are,O
some,O
of,O
the,O
best,O
cards,O
ever,O
printed,O
.,O

Moxes,O
?,O
Moxen,O
?,O
Google,O
says,O
both,O
are,O
acceptable,O
.,O
#,O
3,O
.,O

Sol,B-ARTIFACT
Ring,I-ARTIFACT
Ah,O
,,O
the,O
original,O
sin,O
of,O
Commander,O
.,O

It,O
’,O
s,O
egregious,O
that,O
Sol,B-ARTIFACT
Ring,I-ARTIFACT
was,O
allowed,O
into,O
the,O
format,O
from,O
the,O
beginning,O
,,O
and,O
now,O
Commander,O
’,O
s,O
so,O
far,O
along,O
nothing,O
can,O
be,O
done,O
about,O
it,O
.,O

People,O
love,O
to,O
give,O
their,O
poppycock,O
takes,O
on,O
why,O
Sol,O
Ring,O
’,O
s,O
fine,O
,,O
but,O
it,O
’,O
s,O
not,O
and,O
never,O
has,O
been,O
.,O

It,O
’,O
s,O
just,O
so,O
far,O
ingrained,O
in,O
what,O
the,O
format,O
is,O
at,O
this,O
point,O
.,O

Fast,O
mana,O
,,O
no,O
concessions,O
,,O
near-mandatory,O
to,O
play,O
in,O
every,O
deck,O
,,O
and,O
included,O
in,O
every,O
precon,O
.,O

You,O
know,O
it,O
,,O
you,O
love,O
it,O
.,O

Or,O
hate,O
it,O
.,O

Some,O
people,O
definitely,O
hate,O
it,O
.,O
#,O
2,O
.,O

Mana,B-ARTIFACT
Crypt,I-ARTIFACT
Ditto,O
everything,O
about,O
Sol,B-ARTIFACT
Ring,I-ARTIFACT
,,O
but,O
dial,O
it,O
up,O
to,O
11,O
.,O

For,O
a,O
long,O
time,O
Mana,B-ARTIFACT
Crypt,I-ARTIFACT
was,O
legal,O
in,O
Commander,O
,,O
but,O
as,O
of,O
September,O
23,O
,,O
2024,O
,,O
it,O
is,O
banned,O
in,O
Commander,O
,,O
so,O
we,O
live,O
,,O
learn,O
,,O
and,O
buy,O
Double,O
Masters,O
packs,O
hoping,O
to,O
open,O
one,O
for,O
our,O
Vintage,O
deck,O
.,O
#,O
1,O
.,O

Black,B-ARTIFACT
Lotus,I-ARTIFACT
You,O
know,O
,,O
there,O
’,O
s,O
a,O
valid,O
argument,O
that,O
Sol,B-ARTIFACT
Ring,I-ARTIFACT
would,O
be,O
better,O
on,O
average,O
than,O
Black,B-ARTIFACT
Lotus,I-ARTIFACT
in,O
Commander,O
,,O
but,O
we,O
bow,O
to,O
the,O
king,O
and,O
show,O
our,O
respects,O
.,O

I,O
don,O
’,O
t,O
have,O
the,O
heart,O
not,O
to,O
put,O
Lotus,O
as,O
the,O
best,O
,,O
banned,O
or,O
not,O
.,O

Best,O
Artifact,O
Payoffs,O
Artifacts,O
are,O
one,O
of,O
the,O
most,O
widely,O
supported,O
card,O
types,O
in,O
Magic,O
,,O
with,O
entire,O
sets,O
designed,O
around,O
them,O
.,O

A,O
comprehensive,O
look,O
at,O
artifact,O
payoffs,O
would,O
warrant,O
an,O
entire,O
separate,O
study,O
,,O
so,O
let,O
’,O
s,O
keep,O
this,O
brief,O
.,O

Tons,O
of,O
commanders,O
synergize,O
with,O
artifacts,O
,,O
some,O
of,O
which,O
are,O
artifacts,O
themselves,O
and,O
feature,O
somewhere,O
on,O
this,O
list,O
.,O

You,O
’,O
ve,O
got,O
Breya,B-CREATURE
,,I-CREATURE
Etherium,I-CREATURE
Shaper,I-CREATURE
,,O
Emry,B-CREATURE
,,I-CREATURE
Lurker,I-CREATURE
of,I-CREATURE
the,I-CREATURE
Loch,I-CREATURE
,,O
Daretti,B-PLANESWALKER
,,I-PLANESWALKER
Scrap,I-PLANESWALKER
Savant,I-PLANESWALKER
,,O
Roxanne,B-CREATURE
,,I-CREATURE
Starfall,I-CREATURE
Savant,I-CREATURE
,,O
Ygra,B-CREATURE
,,I-CREATURE
Eater,I-CREATURE
of,I-CREATURE
All,I-CREATURE
and,O
Urza,B-CREATURE
,,I-CREATURE
Chief,I-CREATURE
Artificer,I-CREATURE
etc,O
.,O

I,O
could,O
continue,O
and,O
not,O
scratch,O
the,O
surface,O
.,O

There,O
are,O
planeswalkers,O
whose,O
entire,O
character,O
revolves,O
around,O
artifacts,O
.,O

Basically,O
any,O
version,O
of,O
Tezzeret,O
,,O
Karn,O
,,O
or,O
Daretti,O
features,O
some,O
interaction,O
with,O
artifacts,O
.,O

Artifact,O
decks,O
also,O
make,O
the,O
best,O
use,O
of,O
the,O
tchotchke,O
tokens,O
we,O
keep,O
seeing,O
in,O
new,O
sets,O
.,O

Treasure,B-ARTIFACT
,,O
Clue,B-ARTIFACT
s,O
,,O
Food,B-ARTIFACT
,,O
Blood,B-ARTIFACT
,,O
Map,B-ARTIFACT
s,O
,,O
Powerstone,B-ARTIFACT
s.,O
All,O
artifacts,O
.,O

Some,O
keywords,O
to,O
be,O
on,O
the,O
lookout,O
for,O
in,O
an,O
artifact,O
deck,O
include,O
:,O
affinity,O
(,O
for,O
artifacts,O
),O
,,O
improvise,O
,,O
bargain,O
,,O
craft,O
,,O
and,O
metalcraft,O
.,O

Some,O
subcategories,O
of,O
strategies,O
that,O
also,O
fall,O
under,O
the,O
artifact,O
umbrella,O
include,O
Treasure,B-ARTIFACT
,,O
equipment,O
,,O
and,O
vehicle,O
decks,O
.,O

And,O
naturally,O
,,O
since,O
artifacts,O
are,O
mostly,O
colorless,O
cards,O
,,O
and,O
include,O
some,O
of,O
the,O
biggest,O
design,O
mistakes,O
in,O
Magic,O
,,O
they,O
tend,O
to,O
produce,O
infinite,O
combos,O
quite,O
easily,O
.,O

Basalt,B-ARTIFACT
Monolith,I-ARTIFACT
,,O
Ashnod,B-ARTIFACT
's,I-ARTIFACT
Altar,I-ARTIFACT
,,O
and,O
Paradox,B-ARTIFACT
Engine,I-ARTIFACT
are,O
examples,O
that,O
made,O
the,O
list,O
for,O
their,O
combo,O
potential,O
,,O
and,O
there,O
are,O
plenty,O
of,O
others,O
that,O
didn,O
’,O
t,O
make,O
the,O
list,O
.,O

As,O
a,O
Matter,O
of,O
[,O
Arti,O
],O
Fact,O
Sol,B-ARTIFACT
Ring,I-ARTIFACT
Illustration,O
by,O
Nana,O
Qi,O
Turns,O
out,O
there,O
are,O
a,O
lot,O
of,O
artifacts,O
in,O
Magic,O
.,O

It,O
’,O
s,O
an,O
almost,O
Herculean,O
task,O
to,O
narrow,O
the,O
list,O
down,O
from,O
over,O
3,400,O
cards,O
,,O
and,O
then,O
rank,O
the,O
ones,O
remaining,O
from,O
worst,O
to,O
best,O
.,O

This,O
list,O
took,O
an,O
unbelievably,O
long,O
time,O
to,O
compile,O
,,O
and,O
I,O
still,O
guarantee,O
you,O
I,O
missed,O
one,O
or,O
two,O
.,O

But,O
now,O
I,O
pass,O
the,O
buck,O
to,O
you,O
!,O
Someone,O
out,O
there,O
has,O
an,O
artifact,O
in,O
mind,O
that,O
they,O
’,O
re,O
burning,O
to,O
add,O
to,O
this,O
list,O
,,O
and,O
there,O
were,O
plenty,O
of,O
others,O
that,O
came,O
close,O
.,O

If,O
you,O
have,O
a,O
compelling,O
reason,O
why,O
a,O
certain,O
card,O
should,O
be,O
represented,O
here,O
,,O
I,O
want,O
to,O
hear,O
it,O
!,O
Let,O
me,O
know,O
in,O
the,O
comments,O
or,O
in,O
the,O
Draftsim,O
Discord,O
.,O

Thank,O
you,O
for,O
making,O
Draftsim,O
your,O
#,O
1,O
stop,O
for,O
all,O
things,O
Magic,O
!,O
Timothy,O
Zaccagnino,O
Related,O
Posts,O
The,O
16,O
Best,O
Starter,O
Decks,O
Ranked,O
and,O
How,O
to,O
Upgrade,O
Them,O
Infinite,O
Combos,O
in,O
MTG,O
:,O
40,O
Awesome,O
Combos,O
to,O
Try,O
The,O
70,O
Best,O
Mana,O
Rocks,O
in,O
Magic,O
Ranked,O
