,uuid,frameVersion,setCode,isOnlineOnly,isTextless,keywords,name,text,type,rules,leaked_names,has_leakage
4008,19adaf2d-3326-5278-ac1e-64d2b76f1f41,2015,LTR,False,False,Defender,Mordor Trebuchet,"Defender
Whenever you attack with one or more Goblins and/or Orcs, create a 2/1 colorless Construct artifact creature token with flying named Ballistic Boulder that's tapped and attacking. Sacrifice that token at end of combat.",Artifact Creature — Wall,"Mordor Trebuchet's controller chooses which player, planeswalker, or battle the token is attacking. It doesn't need to be the same player, planeswalker, or battle that any of the Goblins and/or Orcs are attacking.",[],False
4012,6b9f04bc-8e59-598f-ab33-623b7b3ba426,2015,REX,False,False,,"Indominus Rex, Alpha","As Indominus Rex enters, discard any number of creature cards. It enters with a flying counter on it if a card discarded this way has flying. The same is true for first strike, double strike, deathtouch, hexproof, haste, indestructible, lifelink, menace, reach, trample, and vigilance.
When Indominus Rex enters, draw a card for each counter on it.",Legendary Creature — Dinosaur Mutant,"If Indominus Rex isn't on the battlefield as its last ability resolves, use the number of counters that were on it when it was last on the battlefield to determine how many cards to draw.Indominus Rex's first ability will give it only one of each kind of counter, even if you discard more than one creature card with the relevant ability.If you put counters on Indominus Rex before its last ability resolves, those counters will count.",[],False
4016,ccac1d95-bdb6-5621-9fa1-5b39623cf01d,2015,RVR,False,False,Menace,Massacre Girl,"Menace
When Massacre Girl enters, each other creature gets -1/-1 until end of turn. Whenever a creature dies this turn, each creature other than Massacre Girl gets -1/-1 until end of turn.",Legendary Creature — Human Assassin,"Once Massacre Girl's enters-the-battlefield ability has triggered, it doesn't matter whether Massacre Girl remains on the battlefield. The delayed triggered ability will be created as the enters-the-battlefield ability resolves. If more than one creature dies at once, Massacre Girl's delayed triggered ability triggers that many times.Creatures that die while Massacre Girl's triggered ability is still on the stack won't cause its delayed triggered ability to trigger since that delayed triggered ability hasn't been created yet.Massacre Girl's enters-the-battlefield triggered ability and its delayed triggered ability each affect only creatures on the battlefield at the time that those abilities resolve. Creatures that enter the battlefield or become creatures later in the turn won't get -1/-1 unless the delayed triggered ability triggers and resolves again later.A creature with 0 toughness doesn't die immediately. Rather, the creature dies the next time a player would receive priority. This means that any creatures whose toughness becomes 0 as Massacre Girl's enters-the-battlefield ability resolves will remain on the battlefield until just after the delayed triggered ability has been created.",[],False
4022,f426d0db-3313-5b3e-b772-6be8f56685e1,2015,RVR,False,False,Flying,"Tomik, Distinguished Advokist","Flying
Lands on the battlefield and land cards in graveyards can't be the targets of spells or abilities your opponents control.
Your opponents can't play land cards from graveyards.",Legendary Creature — Human Advisor,"Tomik’s middle ability is similar to hexproof, but effects that interact with hexproof don’t count these lands or land cards as having hexproof.Players can’t normally play a land card from a graveyard. If a player finds a way to do so, Tomik’s last ability takes precedence over that permission.",[],False
4024,a077cbb1-43ac-5ba5-b5bb-deabf3d78574,2015,PIP,False,False,Enchant,Idolized,"Enchant creature
Enchanted creature has ""Whenever this creature attacks alone, it gets +X/+X until end of turn, where X is the number of nonland permanents you control.""",Enchantment — Aura,"A creature attacks alone if it’s the only creature declared as an attacker during the declare attackers step (including creatures controlled by your teammates, if applicable). For example, the ability granted by Idolized won’t trigger if you attack with multiple creatures and all but one of them are removed from combat. Similarly, creatures that enter the battlefield attacking later in combat won’t be considered when determining whether or not a creature attacked alone.",[],False
4025,61e80136-a8e3-50d2-9e2f-402f556fa27c,2015,PLCI,False,False,,Corpses of the Lost,"Skeletons you control get +1/+0 and have haste.
When this enchantment enters, create a 2/2 black Skeleton Pirate creature token.
At the beginning of your end step, if you descended this turn, you may pay 1 life. If you do, return this enchantment to its owner's hand. (You descended if a permanent card was put into your graveyard from anywhere.)",Enchantment,"You decide to pay 1 life as the last ability is resolving. If you decide to pay 1 life and Corpses of the Lost is still on the battlefield, it will immediately return to its owner's hand. No player may take any actions in between you deciding to pay life and it returning this way.",[],False
4039,8a6df0af-b79c-5395-9168-3009f4d9b899,2015,J22,False,False,,Woodland Champion,"Whenever one or more tokens you control enter, put that many +1/+1 counters on this creature.",Creature — Elf Scout,"The number of +1/+1 counters you put on Woodland Champion is the number of tokens that entered the battlefield under your control, even if some or all of them leave the battlefield before the triggered ability resolves.",[],False
4041,c47ace5b-86b0-50da-a5bd-480d5a4d8a96,2015,J22,False,False,,Nessian Hornbeetle,"At the beginning of combat on your turn, if you control another creature with power 4 or greater, put a +1/+1 counter on this creature.",Creature — Insect,"If you don't control a creature with power 4 or greater as your combat phase begins, Nessian Hornbeetle's ability doesn't trigger. If you don't control one as the ability resolves, it has no effect. It doesn't have to be the same creature at both times, however.Nessian Hornbeetle's ability only gives it one +1/+1 counter, no matter how many creatures with power 4 or greater you control beyond the first.",[],False
4065,1d62e349-5c7f-514b-bb4a-118ced504b26,2015,WHO,False,False,"Soulbond, Doctor's companion",Donna Noble,"Soulbond (You may pair this creature with another unpaired creature when either enters. They remain paired for as long as you control both of them.)
Whenever Donna Noble or a creature it's paired with is dealt damage, Donna Noble deals that much damage to target opponent.
Doctor's companion (You can have two commanders if the other is the Doctor.)",Legendary Creature — Human,"If Donna is paired with another creature and they are both dealt damage at the same time, the second ability triggers twice.Donna's ability triggers when either creature is dealt damage even if one or both were dealt lethal damage.",[],False
4067,a4e0d81e-48ac-53aa-85bb-b3a9b7f599f4,2015,WHO,False,False,Time Travel,Coward // Killer,"Target creature can't block this turn and becomes a Coward in addition to its other types until end of turn.
Time travel.",Sorcery,"If the target of Killer is illegal as the spell tries to resolve, it won't deal damage to any creatures.",[],False
4077,9240b281-0ade-5aca-b6ab-acbd02c7a5de,2015,WOE,False,False,,"Totentanz, Swarm Piper","Whenever Totentanz or another nontoken creature you control dies, create a 1/1 black Rat creature token with ""This token can't block.""
{1}{B}: Target attacking Rat you control gains deathtouch until end of turn.",Legendary Creature — Human Warlock Bard,"If Totentanz, Swarm Piper dies at the same time as one or more other nontoken creatures you control, Totentanz's ability triggers for each of them.",[],False
4087,b0f001f5-bbd9-5631-8e19-325788064021,2015,MKM,False,False,Collect evidence,Sample Collector,"Whenever this creature attacks, you may collect evidence 3. When you do, put a +1/+1 counter on target creature you control. (To collect evidence 3, exile cards with total mana value 3 or greater from your graveyard.)",Creature — Troll Detective,"You don't choose a target for Sample Collector's ability at the time it triggers. Rather, a second ""reflexive"" ability triggers when you collect evidence 3 this way. You choose a target for that ability as it goes on the stack. Each player may respond to this triggered ability as normal.",[],False
4096,89a7cecc-e6b7-560f-8efd-32462c171f23,2015,LTR,False,False,,Shadow of the Enemy,"Exile all creature cards from target player's graveyard. You may cast spells from among those cards for as long as they remain exiled, and mana of any type can be spent to cast them.",Sorcery,"Snow mana is not a type of mana. Shadow of the Enemy won't let you pay a snow cost using mana produced by a nonsnow source.You pay all costs and follow all normal timing rules for spells cast this way.Shadow of the Enemy uses a new template indicating that you may spend mana as though it were mana of any type to cast the exiled cards. The six types of mana are white, blue, black, red, green, and colorless.",[],False
4107,200ed638-c337-5aa2-b8db-f8a45f0154f2,2015,CMM,False,False,,Sunspear Shikari,"As long as this creature is equipped, it has first strike and lifelink. (It deals combat damage before creatures without first strike. Damage dealt by it also causes you to gain that much life.)",Creature — Cat Soldier,"If all Equipment attached to Sunspear Shikari somehow becomes unequipped after it deals combat damage in the first combat damage step, it won't assign combat damage in the second combat damage step.",[],False
4108,99116a05-b192-5d55-8658-27563600e1f1,2015,MOM,False,False,,"Orthion, Hero of Lavabrink","{1}{R}, {T}: Create a token that's a copy of another target creature you control. It gains haste. Sacrifice it at the beginning of the next end step. Activate only as a sorcery.
{6}{R}{R}{R}, {T}: Create five tokens that are copies of another target creature you control. They gain haste. Sacrifice them at the beginning of the next end step. Activate only as a sorcery.",Legendary Creature — Human Soldier,"If the copied creature is a token, the token that’s created copies the original characteristics of that token as stated by the effect that created that token.The tokens each copy exactly what was printed on the original creature and nothing else (unless that creature is copying something else or is a token; see below). It doesn’t copy whether that creature is tapped or untapped, whether it has any counters on it or Auras and Equipment attached to it, or any non-copy effects that have changed its power, toughness, types, color, and so on.Any enters-the-battlefield abilities of the copied creature will trigger when the token enters the battlefield. Any “as [this creature] enters the battlefield” or “[this creature] enters the battlefield with” abilities of the copied creature will also work.",[],False
4123,f8ef2981-611f-530a-b34b-250f62b24e94,2015,LCI,False,False,Transform,"Huatli, Poet of Unity // Roar of the Fifth People","(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I — Create two 3/3 green Dinosaur creature tokens.
II — This Saga gains ""Creatures you control have '{T}: Add {R}, {G}, or {W}.'""
III — Search your library for a Dinosaur card, reveal it, put it into your hand, then shuffle.
IV — Dinosaurs you control gain double strike and trample until end of turn.",Enchantment — Saga,Roar of the Fifth People's second chapter ability doesn't have a duration. It will continue to apply as long as Roar of the Fifth People remains on the battlefield.,[],False
4127,76f56521-039f-58e5-a351-70e62f1f1c60,2015,PL23,False,False,Enchant,Ethereal Armor,"Enchant creature
Enchanted creature gets +1/+1 for each enchantment you control and has first strike.",Enchantment — Aura,"Ethereal Armor counts each enchantment you control, including itself and any Auras you control that are attached to an opponent or to permanents controlled by an opponent.",[],False
4131,25ceb03a-7166-53ae-9a5f-6b1b687024bc,2015,MKM,False,False,Surveil,Unauthorized Exit,Return target nonland permanent to its owner's hand. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.),Instant,"If the target nonland permanent is an illegal target as Unauthorized Exit tries to resolve, it won't resolve and none of its effects will happen. You won't surveil 1.",[],False
4135,10aa85c3-12f8-56a6-b25c-e3128d9c6904,2015,SPG,False,False,,Bone Miser,"Whenever you discard a creature card, create a 2/2 black Zombie creature token.
Whenever you discard a land card, add {B}{B}.
Whenever you discard a noncreature, nonland card, draw a card.",Creature — Zombie Wizard,"This creature’s second ability isn’t a mana ability. It uses the stack and can be responded to. Notably, this means that you can’t pay a cost of “{2}, Discard a card” by discarding a land card and using the {B}{B} produced to pay for the {2}.If you discard a card as a cost to cast a spell or activate an ability, this creature’s triggered ability resolves before that spell or ability but after you’ve chosen targets for it. If you discard a card while a spell or ability is resolving, the triggered ability resolves after you’ve finished resolving that spell or ability.This creature’s abilities are triggered abilities, not activated abilities. They don’t allow you to discard a card whenever you want; rather, you need some other way of discarding a card (such as cycling).",[],False
4152,bb22e50c-9f1c-5633-9484-b2fc5b6ede67,2015,WHO,False,False,"Lifelink, Investigate, The Last Centurion, Partner with, First strike, Partner",Rory Williams,"Partner with Amy Pond
First strike, lifelink
The Last Centurion — When you cast this spell from anywhere other than exile, exile it with three time counters on it. It gains suspend. Then investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",Legendary Creature — Human Soldier,"For example, if you cast Rory Williams from your hand, the triggered ability will exile it and it will gain suspend. When you cast it from exile, it resolves normally.Rory will resolve normally if cast from exile for any reason, not only if it was cast with its suspend ability.If you somehow counter the ability that triggers when you cast Rory Williams, it will resolve normally and will not be exiled.",[],False
4155,369e7ee0-7d32-5ae3-976a-2f2b21d3e448,2015,ONE,False,False,,"Kaito, Dancing Shadow","Whenever one or more creatures you control deal combat damage to a player, you may return one of them to its owner's hand. If you do, you may activate loyalty abilities of Kaito twice this turn rather than only once.
[+1]: Up to one target creature can't attack or block until your next turn.
[0]: Draw a card.
[−2]: Create a 2/2 colorless Drone artifact creature token with deathtouch and ""When this token leaves the battlefield, each opponent loses 2 life and you gain 2 life.""",Legendary Planeswalker — Kaito,"Even if Kaito's triggered ability triggers more than once in the same turn (perhaps because one or more attackers had first strike, multiple players were dealt combat damage by your creatures, or there were multiple combats), and you return an attacking creature to hand each time, you won't be able to activate Kaito's loyalty abilities more than twice that turn. That is, Kaito's triggered ability is not additive.If you return a creature to its owner's hand with Kaito's first ability, you may activate a single loyalty ability of Kaito twice, or you may activate two different loyalty abilities.",[],False
4156,11a6f40a-7e9f-5d16-9bdb-f1522d9de673,2015,WHO,False,False,"Vigilance, Suspend, Trample",Dinosaurs on a Spaceship,"Vigilance, trample
Other Dinosaurs you control get +1/+1 and have vigilance and trample.
Suspend 4—{3}{R}{W}
Whenever a time counter is removed from this card while it's exiled, create a 2/2 red and white Dinosaur creature token with flying and haste.",Creature — Dinosaur,"If this card is suspended, then when the last time counter is removed from it, both its last ability and the ""cast this spell"" part of the suspend ability will trigger. They can be put on the stack in either order.",[],False
4157,1220e39f-aacc-59ce-9132-007a8e095d0a,2015,PIP,False,False,,"Shaun, Father of Synths","Whenever you attack, you may create a tapped and attacking token that's a copy of target attacking legendary creature you control other than Shaun, except it's not legendary and it's a Synth artifact creature in addition to its other types.
When Shaun leaves the battlefield, exile all Synth tokens you control.",Legendary Creature — Human Scientist,"You declare which player, planeswalker, or battle the token is attacking as you put it onto the battlefield. It doesn’t have to be attacking the same player, planeswalker, or battle that Shaun is attacking.Except for the noted exceptions, the token copies exactly what was printed on the original creature and nothing else (unless that creature is copying something else or is a token; see below). It doesn’t copy whether that creature is tapped or untapped, whether it has any counters on it or Auras and Equipment attached to it, or any non-copy effects that have changed its power, toughness, types, color, and so on.Shaun’s last ability will exile all Synth tokens you control, not just Synth tokens created by its first ability.Although the token is attacking, it was never declared as an attacking creature. This means that abilities that trigger whenever a creature attacks won’t trigger when it enters the battlefield attacking.If the copied creature is copying something else, then the token enters the battlefield as whatever that creature copied, with the noted exceptions.If the copied creature is a token, the token that’s created copies the original characteristics of that token as stated by the effect that created that token, with the noted exceptions.",[],False
4175,2eea4284-cba4-577f-91be-1fc07c4b18b6,2015,DMR,False,False,"Madness, Cycling",Ichor Slick,"Target creature gets -3/-3 until end of turn.
Cycling {2} ({2}, Discard this card: Draw a card.)
Madness {3}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",Sorcery,"If you cycle Ichor Slick, you may cast it for its madness cost. You choose whether or not to cast it with madness before you draw a card from the cycling ability.",[],False
4178,099c2ae3-7193-53d2-81b3-a8e42fad591b,2015,MKM,False,False,,Soul Search,"Target opponent reveals their hand. You choose a nonland card from it. Exile that card. If the card's mana value is 1 or less, create a 1/1 white and black Spirit creature token with flying.",Sorcery,"If the exiled card doesn't have a mana cost, its mana value is 0.",[],False
4180,4244ae0a-b3ed-5417-b94a-0e919c33fba9,2015,CMM,False,False,,Onakke Oathkeeper,"Creatures can't attack planeswalkers you control unless their controller pays {1} for each creature they control that's attacking a planeswalker you control.
{4}{W}{W}, Exile this card from your graveyard: Return target planeswalker card from your graveyard to the battlefield.",Creature — Ogre Spirit,"In a Two-Headed Giant game, creatures can attack planeswalkers your teammate controls without requiring a mana payment.",[],False
4183,36cff21d-84e3-5f9e-9557-ae8b7084c9b6,2015,MOM,False,False,,"Chandra, Hope's Beacon","Whenever you cast an instant or sorcery spell, copy it. You may choose new targets for the copy. This ability triggers only once each turn.
[+2]: Add two mana in any combination of colors.
[+1]: Exile the top five cards of your library. Until the end of your next turn, you may cast an instant or sorcery spell from among those exiled cards.
[−X]: Chandra deals X damage to each of up to two targets.",Legendary Planeswalker — Chandra,"For the second loyalty ability, the spell you cast must be an instant or sorcery spell, although the exiled card doesn't necessarily have to be. For example, if you exile a creature card that has an Adventure, you can cast that Adventure spell.",[],False
4185,32a9697e-9f49-5e14-8c9b-f4e9b6754a67,2015,WOC,False,False,"Flying, Goad",Nettling Nuisance,"Flying
Whenever one or more Faeries you control deal combat damage to a player, that player creates a 4/2 red Pirate creature token with ""This token can't block."" The token is goaded for the rest of the game. (It attacks each combat if able and attacks a player other than you if able.)",Creature — Faerie Rogue,"Normally, combat damage is dealt all at the same time. In that case, Nettling Nuisance's ability triggers once for each player that Faeries you control dealt combat damage to, regardless of how many creatures were dealing that damage. If any of those Faeries have double strike or first strike, the ability will trigger once for each player dealt damage in each combat damage step.",[],False
4188,23ac2f89-0bd2-5baf-bf29-cb440ebc4a23,2015,WOE,False,False,Reach,Skewer Slinger,"Reach
Whenever this creature blocks or becomes blocked by a creature, this creature deals 1 damage to that creature.",Creature — Dwarf Knight,"The triggered ability triggers once for each creature blocking or blocked by Skewer Slinger. The ability resolves and deals damage to that creature before combat damage is dealt. If that damage destroys all creatures blocking Skewer Slinger, it doesn't become unblocked.",[],False
4197,bdf91395-2a67-5515-91f7-b02d8eb67af8,2015,WOC,False,False,"Deathtouch, Flying","Tegwyll, Duke of Splendor","Flying, deathtouch
Other Faeries you control get +1/+1.
Whenever another Faerie you control dies, you draw a card and you lose 1 life.",Legendary Creature — Faerie Noble,"If Tegwyll, Duke of Splendor dies at the same time as one or more other Faeries you control, Tegwyll's ability triggers for each of those other Faeries.",[],False
4206,6a2591c0-28b1-5b05-9924-032433ecc9ab,2015,PWOE,False,False,,Expel the Interlopers,Choose a number between 0 and 10. Destroy all creatures with power greater than or equal to the chosen number.,Sorcery,The numbers you may choose include 0 and 10.,[],False
4207,5a7e6c6f-f527-525b-ae55-2d8f97dc848c,1997,RVR,False,False,,"Savra, Queen of the Golgari","Whenever you sacrifice a black creature, you may pay 2 life. If you do, each other player sacrifices a creature of their choice.
Whenever you sacrifice a green creature, you may gain 2 life.",Legendary Creature — Elf Shaman,"Savra itself doesn't let you sacrifice creatures. Its abilities trigger whenever you sacrifice a black or green creature because some other spell, ability, or cost instructed you to do so.Sacrificing a creature that's both black and green will make both abilities trigger. You may put them on the stack in whichever order you want.",[],False
4211,5c965485-0278-5b3a-8988-30f0514f50a6,2015,CMM,False,False,Vigilance,Abstruse Archaic,"Vigilance
{1}, {T}: Copy target activated or triggered ability you control from a colorless source. You may choose new targets for the copy. (Mana abilities can't be targeted.)",Creature — Avatar,"In some cases involving linked abilities, an ability requires information about ""the exiled card."" When this happens, the ability gets multiple answers. If these answers are being used to determine the value of a variable, the sum is used. If an ability attempts to create a token that is a copy of ""the exiled card,"" it creates a token for each card exiled this way that is a copy of that card.Abstruse Archaic's ability can copy activated and triggered abilities of dungeons, emblems, planes, and phenomenons. It can't copy the Planechase-specific ""planeswalking ability"" or the triggered abilities associated with the monarch or initiative designations, as those abilities have no source.Activated abilities contain a colon. They're generally written ""[Cost]: [Effect]."" Some keyword abilities (such as equip) are activated abilities and will have colons in their reminder text. An activated mana ability is one that produces mana as it resolves, not one that costs mana to activate.Any choices made when the ability resolves won't have been made yet when it's copied. Any such choices will be made separately when the copy resolves. If a triggered ability asks you to pay a cost, you pay that cost for the copy separately.Abstruse Archaic's ability targets an ability that is on the stack and creates another instance of that ability on the stack. It doesn't cause any object to gain an ability.",[],False
4212,18aad98a-6a2a-5eef-9f7c-66f58005d8c8,2015,CLU,False,False,,Passwall Adept,{2}{U}: Target creature can't be blocked this turn.,Creature — Human Wizard,Activating Passwall Adept’s ability after a creature has become blocked won’t cause that creature to become unblocked.,[],False
4214,e3b5ca44-49b8-5efc-bf25-09d690037759,2015,SIR,True,False,Delirium,Thraben Foulbloods,Delirium — This creature gets +1/+1 and has menace as long as there are four or more card types among cards in your graveyard. (A creature with menace can't be blocked except by two or more creatures.),Creature — Zombie Dog,Menace only matters as blockers are chosen. Causing Thraben Foulbloods to gain menace after blockers are chosen won't cause it to become unblocked.,[],False
4223,7e5b0fce-5ae0-5236-b91c-acabfbdb2303,2015,MOM,False,False,Convoke,Wicked Slumber,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Tap up to two target creatures. Put a stun counter on either of them. Then put a stun counter on either of them. (If a permanent with a stun counter would become untapped, remove one from it instead.)",Instant,"Wicked Slumber can target creatures that are already tapped.If you choose two target creatures, but one of them is an illegal target as Wicked Slumber resolves, the illegal target will be unaffected. You'll put both stun counters on the remaining legal target. If both targets become illegal, Wicked Slumber won't resolve at all.The two stun counters can end up on the same creature, or they can each end up on a different one of the target creatures.",[],False
4230,2f8fcf69-7df0-518c-b036-7bd369ee83a8,2015,WOC,False,False,,Perplexing Test,"Choose one —
• Return all creature tokens to their owners' hands.
• Return all nontoken creatures to their owners' hands.",Instant,A token that is returned to its owner's hand ceases to exist as a state-based action the next time a player would receive priority.,[],False
4233,6888f602-6092-5f9a-995e-362f79f18b65,2015,PIP,False,False,Proliferate,Mutational Advantage,"Permanents you control with counters on them gain hexproof and indestructible until end of turn. Prevent all damage that would be dealt to those permanents this turn. Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",Instant,"The set of permanents affected by Mutational Advantage is determined at the time Mutational Advantage resolves. Permanents that gain counters later in the turn won’t become affected by this effect, and permanents that lose all of their counters later in the turn won’t stop being affected.",[],False
4239,d7642caa-82fa-5183-ace7-98b0eb9d693d,2015,J22,False,False,Defender,Spear Spewer,"Defender
{T}: This creature deals 1 damage to each player.",Creature — Goblin Warrior,"In a Two-Headed Giant game, Spear Spewer's ability causes each team to lose 2 life.",[],False
4248,42eeaa70-baa6-526d-9efc-1b458bb6b6fa,2015,RVR,False,False,,"Teysa, Orzhov Scion","Sacrifice three white creatures: Exile target creature.
Whenever another black creature you control dies, create a 1/1 white Spirit creature token with flying.",Legendary Creature — Human Advisor,"You may sacrifice Teysa itself to help pay for its first ability, but Teysa dying won't cause its second ability to trigger. Any other white and black creatures you sacrifice to pay for the first ability will cause the second ability to trigger.",[],False
4272,df7ec6a1-45d7-5d71-b4c2-0de9a20a7347,2015,LCI,False,False,Explore,"Nicanzil, Current Conductor","Whenever a creature you control explores a land card, you may put a land card from your hand onto the battlefield tapped.
Whenever a creature you control explores a nonland card, put a +1/+1 counter on Nicanzil.",Legendary Creature — Merfolk Scout,"Nicanzil's first ability won't resolve until after you're done exploring. You may put any land card from your hand onto the battlefield, including the land card you explored (if it's still in your hand) or one that was already in your hand.Nicanzil, Current Conductor's triggered abilities care about the characteristics of the card as it was revealed while a creature explored. It doesn't matter what happened to the card after that.If a creature leaves the battlefield before an effect instructs it to explore, it still explores. Abilities like Nicanzil's that trigger whenever a creature you control explores will still trigger.",[],False
4282,b8e2e6dc-2b6b-57c5-a697-8dd2244027ea,2015,SCD,False,False,,Undead Augur,"Whenever this creature or another Zombie you control dies, you draw a card and you lose 1 life.",Creature — Zombie Wizard,"If Undead Augur dies at the same time as one or more other Zombies you control, Undead Augur's ability triggers for each of them.",[],False
4286,28d5d55a-9398-5df3-a5ab-09329e5bf23c,2015,MAT,False,False,,Rebuild the City,"Choose target land. Create three tokens that are copies of it, except they're 3/3 creatures in addition to their other types and they have vigilance and menace. (They're affected by summoning sickness.)",Sorcery,"Any enters-the-battlefield abilities of the copied land will trigger when the token enters the battlefield. Any ""as [this land] enters the battlefield"" or ""[this land] enters the battlefield with"" abilities of the copied land will also work.If the copied land is copying something else, then the token enters the battlefield as whatever that land copied.Each of the tokens copy exactly what was printed on the original land and nothing else (unless that land is copying something else or is a token; see below). It doesn't copy whether that land is tapped or untapped, whether it has any counters on it or Auras and Equipment attached to it, or any non-copy effects that have changed its types, color, and so on. However, if the original land has an ability that says it enters the battlefield tapped, the copies will also enter tapped.If the copied land is a token, the token that's created copies the original characteristics of that token as stated by the effect that created that token.",[],False
4299,d70bc68c-ab73-5bf9-a2e1-e5e7dd4b0288,2015,WOE,False,False,,Regal Bunnicorn,Regal Bunnicorn's power and toughness are each equal to the number of nonland permanents you control.,Creature — Rabbit Unicorn,"The ability that defines Regal Bunnicorn's power and toughness functions in all zones, not just the battlefield.",[],False
4301,4daef3d3-0373-53c9-893f-d6536b4fd373,2015,PWOE,False,False,,The Irencrag,"{T}: Add {C}.
Whenever a legendary creature you control enters, you may have The Irencrag become a legendary Equipment artifact named Everflame, Heroes' Legacy. If you do, it gains equip {3} and ""Equipped creature gets +3/+3"" and loses all other abilities.",Legendary Artifact,The Irencrag's last ability lasts indefinitely.,[],False
4304,f6acafec-c4b5-587b-8091-9f0a79c204a0,2015,MUL,False,False,Double strike,"Kwende, Pride of Femeref","Double strike
Creatures you control with first strike have double strike.",Legendary Creature — Human Knight,"A creature with first strike and double strike deals combat damage the same as a creature with double strike. It doesn't deal damage three times or before other creatures with first strike.If a creature loses double strike after first strike damage is dealt, it won't deal normal combat damage.If a creature you control gains first strike after Kwende has entered the battlefield, that creature also gains double strike.",[],False
4306,4eca08d5-3d00-5ded-a92b-2fde310f2dcf,2015,WOE,False,False,Flying,Snaremaster Sprite,"Flying
When this creature enters, you may pay {2}. When you do, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",Creature — Faerie Wizard,"You may target a creature that is already tapped with the reflexive triggered ability. If the target creature is already tapped as the ability resolves, you will still put a stun counter on it.You don't choose a target for Snaremaster Sprite's ability at the time it triggers. Rather, a second ""reflexive"" ability triggers when you pay {2} this way. You choose a target for that ability as it goes on the stack. Each player may respond to this triggered ability as normal.",[],False
4361,fdcb9f4d-80c6-5067-8eaa-9cd993d4e843,2015,J22,False,False,,Mystic Skyfish,"Whenever you draw your second card each turn, this creature gains flying until end of turn.",Creature — Fish,"The triggered ability can trigger only once each turn. It doesn't matter if Mystic Skyfish was on the battlefield when the first card was drawn. If it's not on the battlefield when the second card is drawn, the ability can't trigger at all that turn. It won't trigger when the third or fourth card is drawn.",[],False
4363,873e9c29-295d-5877-a3a7-a6dbc9be7829,2015,MOM,False,False,,Djeru and Hazoret,"As long as you have one or fewer cards in hand, Djeru and Hazoret has vigilance and haste.
Whenever Djeru and Hazoret attacks, look at the top six cards of your library. You may exile a legendary creature card from among them. Put the rest on the bottom of your library in a random order. Until end of turn, you may cast the exiled card without paying its mana cost.",Legendary Creature — Human God,"Once Djeru and Hazoret has legally attacked during the turn it came under your control, causing it to lose haste by adding cards to your hand won’t cause it to stop attacking. Similarly, causing it to lose vigilance after it has attacked won’t cause it to become tapped.",[],False
4367,66e5a27d-ef52-57f9-8103-67bde2c69ae5,2015,SCD,False,False,,Rally of Wings,Untap all creatures you control. Creatures you control with flying get +2/+2 until end of turn.,Instant,Rally of Wings affects only creatures you control at the time it resolves. Creatures that gain flying later in the turn or that you begin to control later in the turn won't get +2/+2.,[],False
4371,cb12a3f8-9f11-50c3-9510-efcf81115d9d,2015,MUL,False,False,Deathtouch,"Fynn, the Fangbearer","Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Whenever a creature you control with deathtouch deals combat damage to a player, that player gets two poison counters. (A player with ten or more poison counters loses the game.)",Legendary Creature — Human Warrior,Losing the game because a player (preferably an opponent) has ten or more poison counters is a rule of the game. Fynn doesn't have to still be on the battlefield when someone (preferably an opponent) gets their tenth poison counter.,[],False
4372,02d27163-fd8f-516a-94cf-cfc735ae38f1,2015,MKM,False,False,Disguise,Culvert Ambusher,"When this creature enters or is turned face up, target creature blocks this turn if able.
Disguise {4}{G} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)",Creature — Wurm Horror,"If the target creature is tapped or is affected by a spell or ability that says it can't block, then it doesn't block. If there's a cost associated with having that creature block, its controller isn't forced to pay that cost, so it doesn't have to block in that case either.",[],False
4373,6d806afd-7420-53d9-a2fd-ca8addde747c,2015,MOM,False,False,Convoke,Temporal Cleansing,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
The owner of target nonland permanent puts it into their library second from the top or on the bottom.",Sorcery,"The owner of the permanent chooses where the card ends up. All players get to know that choice.In some unusual cases—though getting less unusual all the time—a permanent will be comprised of multiple cards, such as a melded permanent or a mutated creature. In those cases, the owner of the permanent puts all those cards second from the top (that is, just under the top card) or on the bottom in any order. Other players get to know which one they chose, but they don't get to know the relative order of the cards.",[],False
